Color 1,Color 2,Contrast Ratio
Black,Green,4.953571293684155
Black,Yellow,5.546199442293169
Black,Bright Green,6.021254807144554
Black,Bright Blue,5.915124937694177
Black,Bright Cyan,5.031611627611291
White,Bright Black,4.960335932494737
Bright Black,Bright Yellow,4.5295391005755254
Bright Black,Bright White,6.19040947962947
